,T_in,T_out,heatPower,HGloHor
0,21.424999999999997,0.1,14.0,0.0
1,21.4375,0.2,3870.0,0.0
2,21.512499999999996,0.3,2380.0,0.0
3,21.549999999999997,0.3,0.0,0.0
4,21.5,0.3,7.0,0.0
5,21.424999999999997,0.3,4257.0,0.0
6,21.4875,0.3,2600.0,0.0
7,21.6,0.4,2420.0,0.0
8,21.65,0.4,2427.0,0.0
9,21.7,0.3,0.0,0.0
10,21.6375,0.2,0.0,0.0
11,21.525,0.2,0.0,0.0
12,21.3625,-0.1,3.0,0.0
13,21.25,0.0,5192.0,0.0
14,21.3625,0.1,2690.0,0.0
15,21.3875,-0.1,0.0,0.0
16,21.325000000000003,-0.8,0.0,0.0
17,21.225,-0.5,0.0,0.0
18,21.0625,-0.1,0.0,0.0
19,20.9,0.2,0.0,0.0
20,20.7875,0.2,1380.0,0.0
21,20.7375,0.3,0.0,0.0
22,20.65,0.3,1803.0,0.0
23,20.65,0.3,0.0,0.0
24,20.5875,0.5,2277.0,0.0
25,20.637500000000003,0.6,3810.0,1.0
26,20.75,0.6,2650.0,4.0
27,20.8125,0.7,0.0,8.0
28,20.8,0.9,0.0,14.0
29,20.6875,1.1,1337.0,23.0
30,20.637500000000003,1.3,3700.0,35.0
31,20.775,1.5,2653.0,25.0
32,20.8875,1.8,2507.0,31.0
33,21.0375,2.2,2567.0,56.0
34,21.150000000000002,2.5,2400.0,48.0
35,21.275000000000002,2.7,2530.0,65.0
36,21.375,2.8,0.0,67.0
37,21.375,2.8,0.0,63.0
38,21.2875,2.8,0.0,49.0
39,21.2,2.9,7.0,69.0
40,21.1875,3.1,4497.0,65.0
41,21.275,3.2,2673.0,82.0
42,21.387500000000003,2.9,2337.0,20.0
43,21.450000000000003,2.4,17.0,12.0
44,21.5,2.0,3960.0,2.0
45,21.575000000000003,1.3,2570.0,0.0
46,21.7,1.2,2463.0,0.0
47,21.7625,1.3,2387.0,0.0
48,21.862499999999997,1.3,2577.0,0.0
49,21.9625,1.7,2440.0,0.0
50,22.049999999999997,2.2,2323.0,0.0
51,22.125,2.2,0.0,0.0
52,22.0875,2.1,0.0,0.0
53,21.9375,1.8,0.0,0.0
54,21.8375,1.7,0.0,0.0
55,21.674999999999997,1.8,0.0,0.0
56,21.6,2.1,4617.0,0.0
57,21.675,2.8,0.0,0.0
58,21.612500000000004,2.9,0.0,0.0
59,21.5125,2.9,0.0,0.0
60,21.4,3.0,0.0,0.0
61,21.25,2.8,0.0,0.0
62,21.112499999999997,2.5,0.0,0.0
63,21.0625,2.3,4373.0,1.0
64,21.1625,2.3,2633.0,0.0
65,21.2875,2.6,2487.0,0.0
66,21.375,2.9,2500.0,0.0
67,21.525,3.0,2550.0,0.0
68,21.637500000000003,2.6,2460.0,0.0
69,21.699999999999996,2.3,2527.0,0.0
70,21.7875,2.0,2527.0,0.0
71,21.900000000000002,2.2,2460.0,1.0
72,22.0,2.3,2307.0,0.0
73,22.0875,2.3,0.0,2.0
74,22.012500000000003,2.2,0.0,8.0
75,21.912499999999998,2.5,7.0,20.0
76,21.8625,2.8,4273.0,19.0
77,21.924999999999997,2.7,2477.0,26.0
78,22.0,3.1,13.0,42.0
79,22.0,3.1,3507.0,46.0
80,22.075,3.4,0.0,77.0
