index,seconds_of_day,day_of_year,timestamp,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,4261.049663782995,293.15,0.0,0.0,22.5,0.0,277.22999999999996,0.9126213592233009
1,300,1,300,4624.280893757317,293.96650403651796,0.0,0.0,22.5,0.0,277.25013364438655,0.9904173496406518
2,600,1,600,4622.514777566194,294.5663464871297,0.0,0.0,22.5,0.0,277.2697410300926,0.9900390871264669
3,900,1,900,4626.6357153454765,294.92377466380196,0.0,0.0,22.5,0.0,277.2888818359375,0.9909216996595638
4,1200,1,1200,526.3026249546836,295.1424137995435,0.0,0.0,22.5,0.0,277.30761574074074,0.11272222922708366
5,1500,1,1500,38.85455620470818,293.99719377937015,0.0,0.0,22.5,0.0,277.3260024233217,0.00832177531206658
6,1800,1,1800,40.620672395831285,293.1756029105002,0.0,0.0,22.5,0.0,277.3441015625,0.008700037826251424
7,2100,1,2100,38.85455620470818,292.6950243362778,0.0,0.0,22.5,0.0,277.36197283709487,0.00832177531206658
8,2400,1,2400,4393.508378117227,292.4116967145445,0.0,0.0,22.5,0.0,277.3796759259259,0.9409910477871642
9,2700,1,2700,4659.603217579779,293.60410066147494,0.0,0.0,22.5,0.0,277.3972705078125,0.9979825999243486
10,3000,1,3000,4642.530761065584,294.3894942987879,0.0,0.0,22.5,0.0,277.41481626157406,0.9943260622872273
11,3300,1,3300,4608.385848037209,294.8496306147148,0.0,0.0,22.5,0.0,277.43237286603005,0.9870129870129881
12,3600,1,3600,4608.385848037209,295.1169221892226,0.0,0.0,22.5,0.0,277.45,0.9870129870129881
13,3900,1,3900,4605.442321051999,295.28290787007313,0.0,0.0,22.5,0.0,277.46751139322913,0.9863825494893456
14,4200,1,4200,4601.910088669752,295.38594988106934,0.0,0.0,22.5,0.0,277.4846366003788,0.9856260244609758
15,4500,1,4500,4584.837632155565,295.4538376789314,0.0,0.0,22.5,0.0,277.50130903764205,0.9819694868238563
16,4800,1,4800,392.6664998263694,295.4972324554267,0.0,0.0,22.5,0.0,277.5174621212121,0.08410036565376383
17,5100,1,5100,33.556207631338886,294.21984465612405,0.0,0.0,22.5,0.0,277.5330292672822,0.007186987769512046
18,5400,1,5400,37.088440013585085,293.36242470960815,0.0,0.0,22.5,0.0,277.54794389204545,0.007943512797881734
19,5700,1,5700,35.32232382246198,292.858446709145,0.0,0.0,22.5,0.0,277.56213941169506,0.00756525028369689
20,6000,1,6000,4195.7033647114395,292.55976216891855,0.0,0.0,22.5,0.0,277.57554924242424,0.8986256461984615
21,6300,1,6300,4553.636246112394,293.68279625420325,0.0,0.0,22.5,0.0,277.5881068004261,0.975286849073258
22,6600,1,6600,4554.224951509429,294.4541365600975,0.0,0.0,22.5,0.0,277.5997455018939,0.9754129365779851
23,6900,1,6900,4543.62825436269,294.91116917126317,0.0,0.0,22.5,0.0,277.6103987630208,0.9731433614928761
24,7200,1,7200,4538.918611186365,295.18282777818644,0.0,0.0,22.5,0.0,277.62,0.9721346614550503
25,7500,1,7500,4535.386378804119,295.3472519503227,0.0,0.0,22.5,0.0,277.6254863457207,0.9713781364266807
26,7800,1,7800,4527.144503245547,295.449248531015,0.0,0.0,22.5,0.0,277.6246094389844,0.9696129113604853
27,8100,1,8100,4521.257449275134,295.513684676229,0.0,0.0,22.5,0.0,277.61852445485255,0.9683520363132019
28,8400,1,8400,4517.725216892888,295.55664686463604,0.0,0.0,22.5,0.0,277.60838656838655,0.9675955112848323
29,8700,1,8700,4536.563789598198,295.5876460961115,0.0,0.0,22.5,0.0,277.5953509546478,0.9716303114361367
30,9000,1,9000,4524.78968165738,295.6184192729724,0.0,0.0,22.5,0.0,277.5805727886978,0.9691085613415716
