index,seconds_of_day,day_of_year,timestamp,weaBus.HDifHor,weaBus.TDryBul,totalHeatingPower.y,thermalZone.TAir,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,u
0,0,1,0,0.0,270.84,25238.27318530348,293.15,0.0,0.0,21.5,0.912621359223301
1,300,1,300,0.0,270.82701932870367,27389.698241304097,296.95539747721085,0.0,0.0,21.5,0.9904173496406518
2,600,1,600,0.0,270.81392129629626,27379.237503592587,299.31995714350654,0.0,0.0,21.5,0.9900390871264669
3,900,1,900,0.0,270.80072187499997,27403.64589158608,300.5790928022047,0.0,0.0,21.5,0.9909216996595637
4,1200,1,1200,0.0,270.787437037037,3117.2998380300255,301.2752738563418,0.0,0.0,21.5,0.11272222922708366
5,1500,1,1500,0.0,270.7740827546296,230.13622965322335,297.39507445576606,0.0,0.0,21.5,0.00832177531206658
6,1800,1,1800,0.0,270.760675,240.5969673647335,294.885250261564,0.0,0.0,21.5,0.008700037826251424
7,2100,1,2100,0.0,270.74722974537036,230.13622965322335,293.55482837940485,0.0,0.0,21.5,0.00832177531206658
8,2400,1,2400,0.0,270.73376296296294,26022.82851366674,292.8021851900685,0.0,0.0,21.5,0.9409910477871642
9,2700,1,2700,0.0,270.72029062499996,27598.9129955343,296.8864578400818,0.0,0.0,21.5,0.9979825999243487
10,3000,1,3000,0.0,270.7068287037037,27497.79253098967,299.23112397657854,0.0,0.0,21.5,0.9943260622872273
11,3300,1,3300,0.0,270.6933931712963,27295.551601900504,300.40837165115516,0.0,0.0,21.5,0.9870129870129881
12,3600,1,3600,0.0,270.67999999999995,27295.551601900504,300.98160388915744,0.0,0.0,21.5,0.9870129870129881
13,3900,1,3900,0.0,270.6665203883495,27278.117039047956,301.28495194479405,0.0,0.0,21.5,0.9863825494893456
14,4200,1,4200,0.0,270.6528317152103,27257.195563624937,301.4411175828847,0.0,0.0,21.5,0.9856260244609759
15,4500,1,4500,0.0,270.63895922330096,27156.075099080354,301.5210944720571,0.0,0.0,21.5,0.9819694868238563
16,4800,1,4800,0.0,270.6249281553398,2325.770684525759,301.5456140102506,0.0,0.0,21.5,0.08410036565376383
17,5100,1,5100,0.0,270.6107637540453,198.7540165186929,297.18358671434817,0.0,0.0,21.5,0.007186987769512046
18,5400,1,5400,0.0,270.5964912621359,219.67549194171318,294.5242786577945,0.0,0.0,21.5,0.007943512797881734
19,5700,1,5700,0.0,270.58213592233005,209.21475423020303,293.0957963641206,0.0,0.0,21.5,0.00756525028369689
20,6000,1,6000,0.0,270.56772297734625,24851.225889977602,292.27391664946373,0.0,0.0,21.5,0.8986256461984617
21,6300,1,6300,0.0,270.5532776699029,26971.26873284369,296.1072416953034,0.0,0.0,21.5,0.975286849073258
22,6600,1,6600,0.0,270.5388252427184,26974.755645414163,298.4075915395478,0.0,0.0,21.5,0.9754129365779851
23,6900,1,6900,0.0,270.5243909385113,26911.991219145104,299.5777943709059,0.0,0.0,21.5,0.9731433614928762
24,7200,1,7200,0.0,270.51,26884.09591858109,300.16968603659944,0.0,0.0,21.5,0.9721346614550503
25,7500,1,7500,0.0,270.49370276227603,26863.17444315807,300.4757742039211,0.0,0.0,21.5,0.9713781364266807
26,7800,1,7800,0.0,270.47363669953876,26814.35766717104,300.63772999237347,0.0,0.0,21.5,0.9696129113604853
27,8100,1,8100,0.0,270.44995776316796,26779.488541465988,300.7211280792423,0.0,0.0,21.5,0.9683520363132019
28,8400,1,8400,0.0,270.42282190454347,26758.567066042968,300.76227752221286,0.0,0.0,21.5,0.9675955112848322
29,8700,1,8700,0.0,270.3923850750452,26870.14826829906,300.784979801276,0.0,0.0,21.5,0.9716303114361367
30,9000,1,9000,0.0,270.35880322605306,26800.41001688901,300.82027930797443,0.0,0.0,21.5,0.9691085613415716
31,9300,1,9300,0.0,270.3222323089468,26870.14826829906,300.8280274584001,0.0,0.0,21.5,0.9716303114361367
32,9600,1,9600,0.0,270.28282827510634,2834.8599198192514,300.8468707653278,0.0,0.0,21.5,0.10250914134409286
33,9900,1,9900,0.0,270.2407470759116,223.16240451221674,296.6232638146454,0.0,0.0,21.5,0.008069600302610022
34,10200,1,10200,0.0,270.19614466274237,251.05770507624368,293.9569662132883,0.0,0.0,21.5,0.009078300340436269
35,10500,1,10500,0.0,270.14917698697855,247.57079250574006,292.529001734389,0.0,0.0,21.5,0.00895221283570798
36,10800,1,10800,0.0,270.09999999999997,25485.843977809247,291.71602739544613,0.0,0.0,21.5,0.9215735720590099
37,11100,1,11100,0.0,270.03340929133856,27438.515017291127,295.66429584715235,0.0,0.0,21.5,0.9921825747068471
38,11400,1,11400,0.0,269.93795695538057,27361.80294074004,298.0024396329009,0.0,0.0,21.5,0.9894086496028244
39,11700,1,11700,0.0,269.8194337007874,27379.237503592587,299.1830886017544,0.0,0.0,21.5,0.9900390871264669
40,12000,1,12000,0.0,269.68363023622044,27487.33179327816,299.8007155581997,0.0,0.0,21.5,0.9939477997730425
41,12300,1,12300,0.0,269.53633727034116,27529.1747441242,300.1489945573396,0.0,0.0,21.5,0.9954608498297819
42,12600,1,12600,0.0,269.383345511811,27654.703596662323,300.3475485513862,0.0,0.0,21.5,1.0
43,12900,1,12900,0.0,269.2304456692913,27640.75594638034,300.48346145044013,0.0,0.0,21.5,0.999495649981088
44,13200,1,13200,0.0,269.0834284514435,2608.210602736533,300.5614246907547,0.0,0.0,21.5,0.09431345353675463
45,13500,1,13500,0.0,268.9480845669291,223.16240451221674,296.2024638850889,0.0,0.0,21.5,0.008069600302610022
46,13800,1,13800,0.0,268.83020472440944,230.13622965322335,293.5122794529943,0.0,0.0,21.5,0.00832177531206658
47,14100,1,14100,0.0,268.7355796325459,233.6231422237269,292.0683719361567,0.0,0.0,21.5,0.008447862816794867
48,14400,1,14400,0.0,268.66999999999996,233.6231422237269,291.255290587061,0.0,0.0,21.5,0.008447862816794867
49,14700,1,14700,0.0,268.6222788100137,230.13622965322335,290.7640302538853,0.0,0.0,21.5,0.00832177531206658
50,15000,1,15000,0.0,268.5773360768175,216.18857937120964,290.43876069028704,0.0,0.0,21.5,0.007817425293153447
51,15300,1,15300,0.0,268.5351230555555,212.7016668007066,290.19970697370564,0.0,0.0,21.5,0.007691337788425178
52,15600,1,15600,0.0,268.49559100137174,25220.838622450978,290.009767506378,0.0,0.0,21.5,0.9119909216996601
53,15900,1,15900,0.0,268.45869116941014,27302.5254270415,294.25531004324364,0.0,0.0,21.5,0.9872651620224442
54,16200,1,16200,0.0,268.42437481481477,27354.82911559905,296.7812760108735,0.0,0.0,21.5,0.9891564745933684
55,16500,1,16500,0.0,268.39259319272975,27337.394552746548,298.1025220318897,0.0,0.0,21.5,0.9885260370697275
56,16800,1,16800,0.0,268.363297558299,27292.064689329985,298.8026080582262,0.0,0.0,21.5,0.9868868995082593
57,17100,1,17100,0.0,268.33643916666665,27333.907640176025,299.1819313892257,0.0,0.0,21.5,0.9883999495649985
58,17400,1,17400,0.0,268.3119692729767,27382.72441616306,299.4123767628979,0.0,0.0,21.5,0.990165174631194
59,17700,1,17700,0.0,268.2898391323731,27473.384142996176,299.56527934115684,0.0,0.0,21.5,0.9934434497541305
60,18000,1,18000,0.0,268.27,2845.3206575307613,299.68391441024204,0.0,0.0,21.5,0.1028874038582777
61,18300,1,18300,0.0,268.25040019393595,230.13622965322335,295.42817936120167,0.0,0.0,21.5,0.00832177531206658
62,18600,1,18600,0.0,268.22948181259164,240.5969673647335,292.7643274974055,0.0,0.0,21.5,0.008700037826251424
63,18900,1,18900,0.0,268.2079367816092,219.67549194171318,291.344587902391,0.0,0.0,21.5,0.007943512797881734
64,19200,1,19200,0.0,268.1864570266307,25301.037611572538,290.5496775446811,0.0,0.0,21.5,0.91489093430841
65,19500,1,19500,0.0,268.1657344732983,27201.404962496916,294.4952703816574,0.0,0.0,21.5,0.9836086243853246
66,19800,1,19800,0.0,268.14646104725415,27208.378787637906,296.8335113349388,0.0,0.0,21.5,0.9838607993947805
67,20100,1,20100,0.0,268.12932867414025,27183.970399644368,298.0428087697068,0.0,0.0,21.5,0.982978186861682
68,20400,1,20400,0.0,268.11502927959884,2283.9277336797186,298.67999696705147,0.0,0.0,21.5,0.08258731559702445
69,20700,1,20700,0.0,268.10425478927203,209.21475423020303,294.645603235978,0.0,0.0,21.5,0.00756525028369689
70,21000,1,21000,0.0,268.0976971288018,209.21475423020303,292.19466543626646,0.0,0.0,21.5,0.00756525028369689
71,21300,1,21300,0.0,268.09604822383045,219.67549194171318,290.8944999191427,0.0,0.0,21.5,0.007943512797881734
72,21600,1,21600,0.0,268.09999999999997,24826.81750198411,290.17239732603514,0.0,0.0,21.5,0.8977430336653649
73,21900,1,21900,0.0,268.10772019382466,27201.404962496916,294.07744586326197,0.0,0.0,21.5,0.9836086243853246
74,22200,1,22200,0.0,268.11681428893394,27271.143213906966,296.4846474171254,0.0,0.0,21.5,0.9861303744798896
75,22500,1,22500,0.0,268.127130831643,27354.82911559905,297.7459832179135,0.0,0.0,21.5,0.9891564745933684
76,22800,1,22800,0.0,268.13851836826683,3103.3521877480102,298.4355153588477,0.0,0.0,21.5,0.11221787920817047
77,23100,1,23100,0.0,268.1508254451206,216.18857937120964,294.5475118866896,0.0,0.0,21.5,0.007817425293153447
78,23400,1,23400,0.0,268.16390060851927,223.16240451221674,292.0343739486195,0.0,0.0,21.5,0.008069600302610022
79,23700,1,23700,0.6767618312757203,268.17759240477795,226.6493170827198,290.70714069610403,0.682568026834529,0.03935185185185185,21.5,0.008195687807338292
80,24000,1,24000,2.5745884773662553,268.19174938021183,25566.04296693081,289.9782574935272,2.596363760679194,0.14814814814814814,21.5,0.92447358466776
81,24300,1,24300,5.494791666666667,268.2062200811359,27372.26367845155,294.0165870550035,5.540524681545613,0.31249999999999994,21.5,0.9897869121170092
82,24600,1,24600,9.238683127572019,268.2208530538652,27344.368377887535,296.4029161477788,9.314188269445403,0.5185185185185184,21.5,0.9887782120791835
83,24900,1,24900,13.60757458847737,268.2354968447149,27410.619716727117,297.65327435091655,13.716492004390181,0.7523148148148147,21.5,0.9911738746690214
84,25200,1,25200,18.402777777777782,268.25,27459.436492714147,298.3565759221871,18.546573366391563,0.9999999999999998,21.5,0.9929390997352168
85,25500,1,25500,23.425604423868315,268.26463641822187,27483.84488070769,298.7889348014594,23.60356983546117,1.247685185185185,21.5,0.9938217122683154
86,25800,1,25800,28.477366255144037,268.2797830537837,27574.50460754076,299.086989711383,28.686618891610614,1.481481481481481,21.5,0.99709998739125
