index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,277.22999999999996,0.0,0.0,22.5,16833.943689909174,293.15,0.0,0.9126213592233009
1,300,1,300,277.25013364438655,0.0,0.0,22.5,18268.945521447462,296.44930775878964,0.0,0.9904173496406519
2,600,1,600,277.2697410300926,0.0,0.0,22.5,18261.96820297969,298.36404041514555,0.0,0.9900390871264669
3,900,1,900,277.2888818359375,0.0,0.0,22.5,18278.248612737803,299.2967931457005,0.0,0.9909216996595639
4,1200,1,1200,277.30761574074074,0.0,0.0,22.5,2079.2409033958015,299.7683463076354,0.0,0.11272222922708366
5,1500,1,1500,277.3260024233217,0.0,0.0,22.5,153.50100629096522,296.3100259559685,0.0,0.00832177531206658
6,1800,1,1800,277.3441015625,0.0,0.0,22.5,160.47832475873636,294.22680963182177,0.0,0.008700037826251424
7,2100,1,2100,277.36197283709487,0.0,0.0,22.5,153.50100629096522,293.2308338410801,0.0,0.00832177531206658
8,2400,1,2400,277.3796759259259,0.0,0.0,22.5,17357.24257499201,292.74425728272405,0.0,0.9409910477871644
9,2700,1,2700,277.3972705078125,0.0,0.0,22.5,18408.491890802885,296.43376957131875,0.0,0.9979825999243487
10,3000,1,3000,277.41481626157406,0.0,0.0,22.5,18341.04447894774,298.4342323076191,0.0,0.9943260622872273
11,3300,1,3300,277.43237286603005,0.0,0.0,22.5,18206.14965523752,299.38238525362965,0.0,0.9870129870129882
12,3600,1,3600,277.45,0.0,0.0,22.5,18206.14965523752,299.817117624758,0.0,0.9870129870129882
13,3900,1,3900,277.46751139322913,0.0,0.0,22.5,18194.520791124545,300.04095478107877,0.0,0.9863825494893455
14,4200,1,4200,277.4846366003788,0.0,0.0,22.5,18180.566154189004,300.16120942503176,0.0,0.9856260244609758
15,4500,1,4500,277.50130903764205,0.0,0.0,22.5,18113.118742333896,300.23169995556464,0.0,0.9819694868238564
16,4800,1,4800,277.5174621212121,0.0,0.0,22.5,1551.2904726677862,300.2652867416047,0.0,0.08410036565376383
17,5100,1,5100,277.5330292672822,0.0,0.0,22.5,132.56905088765177,296.50841921303396,0.0,0.007186987769512046
18,5400,1,5400,277.54794389204545,0.0,0.0,22.5,146.52368782319405,294.39002827182355,0.0,0.007943512797881734
19,5700,1,5700,277.56213941169506,0.0,0.0,22.5,139.5463693554229,293.371364125444,0.0,0.00756525028369689
20,6000,1,6000,277.57554924242424,0.0,0.0,22.5,16575.782906601642,292.86659900366476,0.0,0.8986256461984617
21,6300,1,6300,277.5881068004261,0.0,0.0,22.5,17989.852782736616,296.3660023304086,0.0,0.975286849073258
22,6600,1,6600,277.5997455018939,0.0,0.0,22.5,17992.178555559185,298.3525622896429,0.0,0.9754129365779851
23,6900,1,6900,277.6103987630208,0.0,0.0,22.5,17950.314644752558,299.30374320866594,0.0,0.9731433614928761
24,7200,1,7200,277.62,0.0,0.0,22.5,17931.708462171846,299.75710453706563,0.0,0.9721346614550505
25,7500,1,7500,277.6254863457207,0.0,0.0,22.5,17917.753825236305,299.9810472117165,0.0,0.9713781364266808
26,7800,1,7800,277.6246094389844,0.0,0.0,22.5,17885.193005720048,300.09851012994807,0.0,0.9696129113604853
27,8100,1,8100,277.61852445485255,0.0,0.0,22.5,17861.935277494133,300.1578764365234,0.0,0.9683520363132019
28,8400,1,8400,277.60838656838655,0.0,0.0,22.5,17847.98064055859,300.1933688608708,0.0,0.9675955112848322
29,8700,1,8700,277.5953509546478,0.0,0.0,22.5,17922.40537088147,300.21935864065256,0.0,0.9716303114361367
30,9000,1,9000,277.5805727886978,0.0,0.0,22.5,17875.889914429677,300.2604324113129,0.0,0.9691085613415718
31,9300,1,9300,277.56520724559783,0.0,0.0,22.5,17922.40537088147,300.28129865574124,0.0,0.9716303114361367
32,9600,1,9600,277.5504095004095,0.0,0.0,22.5,1890.8533047659805,300.31297372840595,0.0,0.10250914134409286
33,9900,1,9900,277.5373347281941,0.0,0.0,22.5,148.84946064578455,296.67377739456333,0.0,0.008069600302610022
34,10200,1,10200,277.5271381040131,0.0,0.0,22.5,167.4556432265075,294.53284654892326,0.0,0.009078300340436269
35,10500,1,10500,277.5209748029279,0.0,0.0,22.5,165.12987040391698,293.501073442456,0.0,0.00895221283570798
36,10800,1,10800,277.52,0.0,0.0,22.5,16999.07356031311,292.98948457804516,0.0,0.9215735720590099
37,11100,1,11100,277.5229166579774,0.0,0.0,22.5,18301.506340963715,296.57468975020186,0.0,0.9921825747068471
38,11400,1,11400,277.5274419558447,0.0,0.0,22.5,18250.339338866717,298.5755204634919,0.0,0.9894086496028244
39,11700,1,11700,277.533252393018,0.0,0.0,22.5,18261.96820297969,299.5204415596487,0.0,0.9900390871264669
40,12000,1,12000,277.5400244689133,0.0,0.0,22.5,18334.06716047997,299.9825658553094,0.0,0.9939477997730426
41,12300,1,12300,277.5474346829468,0.0,0.0,22.5,18361.976434351054,300.23115777590596,0.0,0.9954608498297818
42,12600,1,12600,277.55515953453454,0.0,0.0,22.5,18445.70425596431,300.3686450710637,0.0,1.0
43,12900,1,12900,277.5628755230925,0.0,0.0,22.5,18436.401164673967,300.4665087256971,0.0,0.999495649981088
44,13200,1,13200,277.5702591480369,0.0,0.0,22.5,1739.678071297607,300.52335686332964,0.0,0.09431345353675463
