index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,weaBus.HDirNor,roomTempUpperSetpoint,weaBus.HDifHor,weaBus.TDryBul,thermalZone.TAir,totalHeatingPower.y,u
0,0,1,0,0.0,0.0,20.0,0.0,277.22999999999996,293.15,11403.408385751047,0.9126213592233009
1,300,1,300,0.0,0.0,20.0,0.0,277.25013364438655,295.51850225094046,12375.48671871713,0.9904173496406518
2,600,1,600,0.0,0.0,20.0,0.0,277.2697410300926,296.96172263733547,12370.760243840472,0.990039087126467
3,900,1,900,0.0,0.0,20.0,0.0,277.2888818359375,297.7011237349388,12381.788685219326,0.9909216996595637
4,1200,1,1200,0.0,0.0,20.0,0.0,277.30761574074074,298.0907921405048,1408.4895132441893,0.11272222922708366
5,1500,1,1500,0.0,0.0,20.0,0.0,277.3260024233217,295.5741519268338,103.98244728648378,0.00832177531206658
6,1800,1,1800,0.0,0.0,20.0,0.0,277.3441015625,293.99104710326355,108.70892216314213,0.008700037826251424
7,2100,1,2100,0.0,0.0,20.0,0.0,277.36197283709487,293.19657454873516,103.98244728648378,0.00832177531206658
8,2400,1,2400,0.0,0.0,20.0,0.0,277.3796759259259,292.7922513760785,11757.894001500423,0.9409910477871642
9,2700,1,2700,0.0,0.0,20.0,0.0,277.3972705078125,295.48120411783964,12470.016216250297,0.9979825999243487
10,3000,1,3000,0.0,0.0,20.0,0.0,277.41481626157406,297.0124522521734,12424.32695910925,0.9943260622872273
11,3300,1,3300,0.0,0.0,20.0,0.0,277.43237286603005,297.7786548701208,12332.948444827203,0.9870129870129881
12,3600,1,3600,0.0,0.0,20.0,0.0,277.45,298.15204547368046,12332.948444827203,0.9870129870129881
13,3900,1,3900,0.0,0.0,20.0,0.0,277.46751139322913,298.3535472785341,12325.070986699426,0.9863825494893456
14,4200,1,4200,0.0,0.0,20.0,0.0,277.4846366003788,298.46511009027574,12315.618036946109,0.9856260244609759
15,4500,1,4500,0.0,0.0,20.0,0.0,277.50130903764205,298.5324389594839,12269.928779805086,0.9819694868238564
16,4800,1,4800,0.0,0.0,20.0,0.0,277.5174621212121,298.5677606279901,1050.852914243708,0.08410036565376382
17,5100,1,5100,0.0,0.0,20.0,0.0,277.5330292672822,295.807129890333,89.80302265650872,0.007186987769512046
18,5400,1,5400,0.0,0.0,20.0,0.0,277.54794389204545,294.18136228674473,99.25597240982542,0.007943512797881734
19,5700,1,5700,0.0,0.0,20.0,0.0,277.56213941169506,293.36157484209895,94.52949753316706,0.007565250283696889
20,6000,1,6000,0.0,0.0,20.0,0.0,277.57554924242424,292.9397247391946,11228.528815314687,0.8986256461984615
21,6300,1,6300,0.0,0.0,20.0,0.0,277.5881068004261,295.49010434284963,12186.427723650795,0.975286849073258
22,6600,1,6600,0.0,0.0,20.0,0.0,277.5997455018939,297.0043897099416,12188.003215276334,0.9754129365779851
23,6900,1,6900,0.0,0.0,20.0,0.0,277.6103987630208,297.76937273161764,12159.644366016384,0.9731433614928761
24,7200,1,7200,0.0,0.0,20.0,0.0,277.62,298.1537274880657,12147.040433011967,0.9721346614550502
25,7500,1,7500,0.0,0.0,20.0,0.0,277.6254863457207,298.35318812446894,12137.587483258652,0.9713781364266807
26,7800,1,7800,0.0,0.0,20.0,0.0,277.6246094389844,298.4604396357906,12115.53060050092,0.9696129113604853
27,8100,1,8100,0.0,0.0,20.0,0.0,277.61852445485255,298.5185247777714,12099.775684245384,0.9683520363132018
28,8400,1,8400,0.0,0.0,20.0,0.0,277.60838656838655,298.55341527474593,12090.322734492069,0.9675955112848322
29,8700,1,8700,0.0,0.0,20.0,0.0,277.5953509546478,298.57800597523254,12140.73846650975,0.9716303114361368
30,9000,1,9000,0.0,0.0,20.0,0.0,277.5805727886978,298.61188410801896,12109.228633998702,0.9691085613415716
31,9300,1,9300,0.0,0.0,20.0,0.0,277.56520724559783,298.6301018869775,12140.73846650975,0.9716303114361368
32,9600,1,9600,0.0,0.0,20.0,0.0,277.5504095004095,298.65559381540095,1280.8746915744139,0.10250914134409286
33,9900,1,9900,0.0,0.0,20.0,0.0,277.5373347281941,295.9759039279221,100.83146403537827,0.008069600302610022
34,10200,1,10200,0.0,0.0,20.0,0.0,277.5271381040131,294.33279641084005,113.43539703980049,0.009078300340436269
35,10500,1,10500,0.0,0.0,20.0,0.0,277.5209748029279,293.50229862745834,111.8599054142476,0.00895221283570798
