index,seconds_of_day,day_of_year,timestamp,weaBus.TDryBul,weaBus.HDirNor,weaDat.weaBus.HGloHor,roomTempUpperSetpoint,totalHeatingPower.y,thermalZone.TAir,weaBus.HDifHor,u
0,0,1,0,277.22999999999996,0.0,0.0,23.5,5437.786649426516,293.15,0.0,0.912621359223301
1,300,1,300,277.25013364438655,0.0,0.0,23.5,5901.328285610021,293.9594033932181,0.0,0.9904173496406518
2,600,1,600,277.2697410300926,0.0,0.0,23.5,5899.074436487574,294.57299949325454,0.0,0.9900390871264669
3,900,1,900,277.2888818359375,0.0,0.0,23.5,5904.333417773279,294.9552542119048,0.0,0.9909216996595637
4,1200,1,1200,277.30761574074074,0.0,0.0,23.5,671.6470384895425,295.19911744967476,0.0,0.11272222922708366
5,1500,1,1500,277.3260024233217,0.0,0.0,23.5,49.58468069385884,294.1073992379795,0.0,0.00832177531206658
6,1800,1,1800,277.3441015625,0.0,0.0,23.5,51.83852981630697,293.29166581030415,0.0,0.008700037826251424
7,2100,1,2100,277.36197283709487,0.0,0.0,23.5,49.58468069385884,292.7904740159393,0.0,0.00832177531206658
8,2400,1,2400,277.3796759259259,0.0,0.0,23.5,5606.825333610125,292.4812236438894,0.0,0.9409910477871641
9,2700,1,2700,277.3972705078125,0.0,0.0,23.5,5946.405268058984,293.618302266468,0.0,0.9979825999243487
10,3000,1,3000,277.41481626157406,0.0,0.0,23.5,5924.618059875312,294.39889888370936,0.0,0.9943260622872273
11,3300,1,3300,277.43237286603005,0.0,0.0,23.5,5881.043643507988,294.87662349437176,0.0,0.9870129870129881
12,3600,1,3600,277.45,0.0,0.0,23.5,5881.043643507988,295.169083686189,0.0,0.9870129870129881
13,3900,1,3900,277.46751139322913,0.0,0.0,23.5,5877.287228303901,295.35856623565286,0.0,0.9863825494893457
14,4200,1,4200,277.4846366003788,0.0,0.0,23.5,5872.779530059005,295.4803993839351,0.0,0.9856260244609759
15,4500,1,4500,277.50130903764205,0.0,0.0,23.5,5850.992321875343,295.5626563477689,0.0,0.9819694868238563
16,4800,1,4800,277.5174621212121,0.0,0.0,23.5,501.10578822430114,295.6167653113559,0.0,0.08410036565376383
17,5100,1,5100,277.5330292672822,0.0,0.0,23.5,42.82313332651445,294.37987815267985,0.0,0.007186987769512045
18,5400,1,5400,277.54794389204545,0.0,0.0,23.5,47.33083157141071,293.51585462162194,0.0,0.007943512797881734
19,5700,1,5700,277.56213941169506,0.0,0.0,23.5,45.07698244896258,292.9823189654123,0.0,0.00756525028369689
20,6000,1,6000,277.57554924242424,0.0,0.0,23.5,5354.394231895935,292.65295334642906,0.0,0.8986256461984616
21,6300,1,6300,277.5881068004261,0.0,0.0,23.5,5811.174320712096,293.7161913596947,0.0,0.975286849073258
22,6600,1,6600,277.5997455018939,0.0,0.0,23.5,5811.925603752906,294.4812946740469,0.0,0.9754129365779851
23,6900,1,6900,277.6103987630208,0.0,0.0,23.5,5798.402509018217,294.95234971365727,0.0,0.9731433614928761
24,7200,1,7200,277.62,0.0,0.0,23.5,5792.392244691691,295.24641241376133,0.0,0.9721346614550503
25,7500,1,7500,277.6254863457207,0.0,0.0,23.5,5787.884546446796,295.43235044357556,0.0,0.9713781364266807
26,7800,1,7800,277.6246094389844,0.0,0.0,23.5,5777.366583875374,295.5522026070213,0.0,0.9696129113604852
27,8100,1,8100,277.61852445485255,0.0,0.0,23.5,5769.8537534672105,295.63145344643124,0.0,0.9683520363132019
28,8400,1,8400,277.60838656838655,0.0,0.0,23.5,5765.346055222314,295.68419723926917,0.0,0.9675955112848322
29,8700,1,8700,277.5953509546478,0.0,0.0,23.5,5789.387112528424,295.7222975138267,0.0,0.9716303114361367
30,9000,1,9000,277.5805727886978,0.0,0.0,23.5,5774.361451712107,295.7581022442334,0.0,0.9691085613415716
31,9300,1,9300,277.56520724559783,0.0,0.0,23.5,5789.387112528424,295.7832253541254,0.0,0.9716303114361367
32,9600,1,9600,277.5504095004095,0.0,0.0,23.5,610.793112183443,295.80862496165395,0.0,0.10250914134409286
33,9900,1,9900,277.5373347281941,0.0,0.0,23.5,48.08211461222679,294.58993651762626,0.0,0.008069600302610022
34,10200,1,10200,277.5271381040131,0.0,0.0,23.5,54.092378938755104,293.7094394393253,0.0,0.009078300340436269
35,10500,1,10500,277.5209748029279,0.0,0.0,23.5,53.34109589793901,293.16997080913796,0.0,0.00895221283570798
36,10800,1,10800,277.52,0.0,0.0,23.5,5491.127745324462,292.83439351086264,0.0,0.92157357205901
37,11100,1,11100,277.5229166579774,0.0,0.0,23.5,5911.846248181442,293.92170601861534,0.0,0.992182574706847
38,11400,1,11400,277.5274419558447,0.0,0.0,23.5,5895.318021283486,294.6912192812697,0.0,0.9894086496028243
