index,seconds_of_day,day_of_year,timestamp,weaDat.weaBus.HGloHor,totalHeatingPower.y,weaBus.HDifHor,roomTempUpperSetpoint,thermalZone.TAir,weaBus.HDirNor,weaBus.TDryBul,u
0,0,1,0,0.0,21392.15232697428,0.0,22.0,293.15,0.0,271.82,0.9126213592233009
1,300,1,300,0.0,23215.716569270957,0.0,22.0,296.2236146535521,0.0,271.8280908161068,0.9904173496406519
2,600,1,600,0.0,23206.849968417002,0.0,22.0,298.150285328858,0.0,271.8357342807924,0.9900390871264669
3,900,1,900,0.0,23227.53870374287,0.0,22.0,299.17163340404795,0.0,271.84298691860465,0.9909216996595639
4,1200,1,1200,0.0,2642.2470544784496,0.0,22.0,299.73274731730714,0.0,271.84990525409125,0.11272222922708366
5,1500,1,1500,0.0,195.06521878699965,0.0,22.0,296.41252618966496,0.0,271.8565458118002,0.00832177531206658
6,1800,1,1800,0.0,203.9318196409542,0.0,22.0,294.26177726344287,0.0,271.86296511627904,0.008700037826251424
7,2100,1,2100,0.0,195.06521878699965,0.0,22.0,293.1141196766232,0.0,271.8692196920758,0.00832177531206658
8,2400,1,2400,0.0,22057.14739102087,0.0,22.0,292.46217708471715,0.0,271.8753660637381,0.9409910477871642
9,2700,1,2700,0.0,23393.048586350047,0.0,22.0,295.9214953312229,0.0,271.8814607558139,0.9979825999243487
10,3000,1,3000,0.0,23307.338111428457,0.0,22.0,297.9030840939246,0.0,271.887560292851,0.9943260622872273
11,3300,1,3300,0.0,23135.917161585363,0.0,22.0,298.89429562795004,0.0,271.893721199397,0.9870129870129881
12,3600,1,3600,0.0,23135.917161585363,0.0,22.0,299.37078167562095,0.0,271.9,0.9870129870129881
13,3900,1,3900,0.0,23121.13949349541,0.0,22.0,299.6150129701298,0.0,271.90602887294085,0.9863825494893456
14,4200,1,4200,0.0,23103.406291787505,0.0,22.0,299.73552166650495,0.0,271.911429869186,0.9856260244609759
15,4500,1,4500,0.0,23017.69581686596,0.0,22.0,299.7913382159942,0.0,271.916244322311,0.9819694868238564
16,4800,1,4800,0.0,1971.340923195892,0.0,22.0,299.8002964036879,0.0,271.92051356589144,0.08410036565376383
